serial,gross,genre,dir_rep,actor_rep,actress_rep,villain_rep,movie_likes,trailer_likes,poster_likes,budget,language,country,year
89126,1.63,1833933,11,7,9,2,1726,7692,4651,7624075,63,163,2008
89127,3.83,25781384,7,4,7,9,8776,5544,7049,9200417,270,296,1830
89128,3.93,3077654,4,1,4,3,4805,10000,7331,1776221,142,266,1944
89129,2.81,14330808,13,2,5,1,6091,253,1317,5771509,196,212,1833
89130,3.78,15239350,13,1,5,8,5168,4152,2522,7263521,75,234,1869
89131,2.04,26100553,7,9,5,1,5432,8782,1150,3030061,8,137,1899
89132,2.16,15887220,5,3,6,8,787,3656,9281,5730222,183,213,1842
89133,2.74,25807259,12,6,2,9,6138,8786,9995,8663687,50,31,1921
89134,3.33,25521813,14,5,1,3,4917,2580,5733,6329316,216,83,1913
89135,3.85,23656455,1,3,3,9,2367,8072,1162,9538080,249,206,1889
89136,2.41,13650848,5,8,8,2,6582,7247,9258,7952131,149,218,1847
89137,2,12404853,4,1,2,1,5081,723,4057,70895,232,243,1829
89138,3.64,22432966,3,3,7,6,399,9793,8304,600842,27,64,1991
89139,2.66,17936371,12,2,9,4,3802,8431,5886,6802456,273,56,1907
89140,3.03,20360245,8,5,9,1,9626,8550,6641,6749102,146,229,1870
89141,3.57,1070125,1,3,2,6,6587,1343,8051,6880226,206,65,1922
89142,3.47,18517120,6,2,6,2,605,6429,998,3346970,250,115,1929
89143,3.73,20740242,8,7,1,3,8253,7458,482,8221354,239,8,1831
89144,3.38,21947593,7,2,2,6,452,1082,6013,8311514,20,73,1991
89145,1.85,3333958,9,9,6,5,1429,8871,2354,7495463,144,28,1899
89146,2.62,21958682,9,7,7,4,7404,7606,5688,8373670,43,113,2009
89147,2.96,28120833,5,4,3,8,2897,9892,1892,3487741,298,297,1979
89148,2.69,8713563,4,8,6,2,2163,6391,2880,7015687,269,250,1985
89149,2.6,22125087,6,7,8,7,3679,9648,3833,4063253,70,150,2009
89150,2.83,12199325,1,5,7,8,7447,5716,9058,8883619,268,23,1913
89151,2.02,13921241,13,5,1,5,2343,8591,4799,3836963,247,279,1847
89152,2.25,2277131,7,5,9,4,6592,4716,5320,6751456,52,167,1817
89153,2.15,23657283,13,1,2,6,3205,4862,9392,6010141,196,280,1950
89154,3.22,2600140,4,6,3,4,5985,8957,4696,7123472,271,34,1904
89155,1.69,19869851,2,7,3,5,3323,1714,6080,9383811,242,120,1930
89156,3.43,24657350,6,7,4,1,1061,8209,7200,5336742,39,253,1875
89157,3.26,25798819,3,1,5,7,8305,9618,6183,5543584,248,237,1834
89158,3.81,15827091,7,7,9,7,4692,7529,3830,6300255,123,41,1872
89159,3.61,9293336,6,9,6,2,6616,2664,7150,650176,241,280,1853
89160,3.16,20467193,10,1,1,9,2915,75,6925,5770904,104,70,2018
89161,3.92,21230102,9,6,7,6,5301,1908,9650,5252090,145,38,1957
89162,3.92,3323264,7,6,5,4,4927,4667,9274,759200,286,189,1967
89163,1.78,27705852,1,9,7,1,7645,5982,7296,6185935,140,153,1800
89164,3.81,25660761,5,3,8,3,5032,4297,187,2480881,14,54,1952
89165,3.44,14389226,9,1,1,8,3551,673,23,7079120,95,23,1934
89166,3.91,11341432,12,7,7,2,4146,9813,8708,5262818,259,20,1993
89167,2.5,18386762,8,6,8,3,4387,5135,9580,3418865,25,149,1875
89168,3.01,18738823,9,6,1,1,9778,5880,1435,2623418,285,50,1829
89169,2.76,9914899,9,9,3,2,3633,1927,2064,7314554,149,279,1988
89170,1.84,8565789,11,5,2,2,1347,8089,3241,7536014,23,194,1985
89171,2.21,24536041,3,1,7,4,6091,7342,1185,892157,264,52,1902
89172,3.79,28718867,4,3,2,7,7172,2460,8128,8354541,43,273,1980
89173,2.25,4087229,11,1,2,8,7204,8547,9472,6733313,75,200,1823
89174,3.65,17651094,14,6,2,4,4637,6945,4840,1763219,98,287,1993
89175,1.93,8253754,1,8,7,9,5779,1697,1027,245515,123,299,1842
89176,3.84,13953994,14,6,8,7,981,5388,3779,2595308,121,66,1854
89177,2.58,8128562,14,4,1,8,718,7386,6519,8175100,96,101,1880
89178,2,25047944,5,7,8,5,1747,2071,1923,4994770,80,40,1904
89179,3.53,6722014,4,3,3,9,5030,5890,203,776936,18,291,1977
89180,3.51,10581675,2,7,3,5,4726,4342,3434,1124418,140,60,2012
89181,3.46,3542606,13,1,4,4,9282,6416,9099,349908,23,229,1945
89182,2.41,15983627,4,4,4,3,7020,4177,2079,2607900,176,167,2009
89183,2.72,19729580,3,5,1,1,6672,2689,3427,7653391,290,268,2016
89184,2.29,12245610,3,6,8,9,9728,7670,1591,1871596,94,49,1866
89185,2.83,12192256,10,4,5,1,6596,4808,9404,2447674,39,198,1985
89186,1.59,19263776,11,3,1,2,5447,6077,2398,288665,256,18,1830
89187,3.92,15801545,7,4,5,3,6305,1253,655,1388890,99,288,1961
89188,2.54,3523744,1,7,7,2,6964,3283,9786,8655104,141,72,1834
89189,2.99,10985775,2,7,4,5,4638,8572,9246,3294456,177,224,1967
89190,3.06,12614500,2,3,7,7,141,890,4423,5928795,110,191,1834
89191,2.84,3775624,2,3,2,8,3445,7375,5677,3853024,77,48,1953
89192,3.38,7847609,3,3,9,7,7836,7986,3108,1254954,83,175,1844
89193,1.59,2816088,12,4,4,9,8096,5349,5497,4671137,98,178,1931
89194,2.63,1565451,11,3,6,5,6350,8586,4924,6358255,160,167,1979
89195,2.41,10715869,2,9,6,6,6308,7898,6898,9502241,141,155,1873
89196,2.87,24904648,2,3,5,9,9449,6758,3494,5234779,128,6,1988
89197,3.46,28424693,5,4,3,4,1411,7345,4075,53707,164,5,1897
89198,2.18,17281334,7,5,4,4,4597,2701,2081,2109100,227,242,1993
89199,3.16,17334707,8,3,1,3,9617,7661,2832,8456214,73,221,2001
89200,3.3,21700302,4,2,8,5,6380,9948,2141,2237899,26,136,2012
89201,2.93,7302288,13,6,5,7,8204,1357,3836,8880781,272,34,1817
89202,1.78,18891885,5,1,9,5,2095,9502,9200,8803318,292,80,1941
89203,2.94,22001009,9,2,7,8,3512,908,668,9463597,149,215,1865
89204,1.63,27392653,13,9,2,6,3278,4299,8000,4129079,131,84,1876
89205,3.9,21919055,5,3,5,3,8528,7345,5614,4041076,256,298,1863
89206,2.16,20459447,4,2,7,8,5361,4057,7508,3276127,277,55,1926
89207,3.24,25664591,2,7,7,2,3431,8341,5796,5892944,4,48,1846
89208,2.99,25116006,8,9,1,5,4327,9690,1312,6009120,38,47,1852
89209,1.67,20958258,12,6,1,4,6095,1717,7475,8456956,125,153,1940
89210,2.33,21955578,3,7,3,8,9214,4760,1154,1101126,161,135,1950
89211,2.98,12763127,3,5,8,3,7713,4753,6166,7794073,41,221,1933
89212,1.55,13929302,12,7,2,6,745,8379,473,5601468,89,130,1955
89213,2.96,28192323,1,3,5,1,7421,9141,7376,868274,155,15,1993
89214,3.14,27213025,2,5,2,6,6958,4719,9772,7276696,250,241,1903
89215,2.52,8180044,7,6,2,9,573,6709,2677,4863648,263,45,2017
89216,3.39,7296639,5,7,8,7,186,8884,2165,7439649,99,266,1903
89217,2.06,25790166,3,6,9,8,4538,5019,3347,8037087,39,138,1926
89218,2.05,13320710,14,2,2,4,9013,3553,3800,7907525,62,167,1901
89219,2.64,9405055,12,9,6,2,919,7656,9642,1561555,184,287,1965
89220,2.61,26753128,10,5,3,7,1676,3508,6155,7342525,58,94,1971
89221,1.92,29045078,10,5,5,7,1007,3820,4676,6643658,70,37,1824
89222,3.46,9256984,4,6,7,1,5543,9633,5053,467129,209,223,2010
89223,2.32,20864145,3,5,6,8,2010,569,7101,246368,92,20,1841
89224,2.5,18957242,10,1,8,6,9020,6699,479,148907,199,154,1904
89225,1.68,24728057,1,2,7,7,6075,2981,4132,7946969,149,83,1908
89226,1.82,22297211,8,9,6,5,1945,595,4239,4651241,99,19,1959
89227,1.95,11538557,9,5,8,6,3602,1013,89,8056278,275,4,1948
89228,2.39,14767960,5,3,2,4,8297,1795,8019,3931449,25,258,1823
89229,3.5,26229765,5,1,5,1,3476,3017,9484,6262590,155,35,1996
89230,2.14,6333224,1,8,4,4,5173,6815,1040,3747604,51,172,1940
89231,3.07,5589329,8,9,5,3,4534,1051,1358,2888930,255,101,1855
89232,3.09,23874608,4,4,4,7,4614,4539,2965,2578131,23,35,1901
89233,3.58,6286402,12,3,5,1,7556,1712,341,6187376,190,212,1887
89234,2.43,14565284,11,6,2,2,1982,2376,3244,4127493,66,132,1911
89235,1.95,28954367,4,7,5,9,7624,2565,5031,4834028,244,25,1836
89236,3.82,24968973,1,7,5,6,473,7928,1510,9065307,183,34,1818
89237,3.79,19835277,5,8,1,5,857,9308,3187,6721464,22,178,1815
89238,2.25,17127486,5,1,9,3,810,592,8292,7733206,32,243,1804
89239,3.66,15445828,12,5,2,7,6120,7437,6314,7398607,294,219,1823
89240,2.76,17683841,13,1,9,6,5888,2263,9903,675646,101,159,1936
89241,3.75,18280495,4,2,8,8,3911,3915,5959,3093433,284,21,1944
89242,3.42,13593218,4,1,3,3,7078,1885,3972,8951104,99,39,1975
89243,3.24,22994852,12,9,4,6,7303,3645,9434,9693254,223,260,1882
89244,2.3,28970589,7,3,4,9,5184,8738,6809,4471357,148,149,1819
89245,2.07,15391003,8,8,6,5,5323,3346,8113,9964264,16,136,1863
89246,3.46,11140432,11,4,1,5,3744,7614,7466,3276793,277,266,1946
89247,2.66,26137380,10,6,8,9,437,6817,6315,4089710,260,134,1967
89248,1.97,11374349,5,9,4,4,9721,642,9246,3218137,162,192,1978
89249,3.92,22741159,8,8,4,4,7038,6724,5474,1396024,106,188,1988
89250,2.13,5762442,5,4,1,9,9716,5360,3198,5231392,228,204,1959
89251,3.28,6482103,6,4,3,3,9030,4991,132,3181216,18,268,1870
89252,3.34,15484561,14,2,1,6,4262,262,7123,5537123,100,255,1978
89253,3.38,4290771,3,4,7,9,595,6869,6960,2113472,264,124,1988
89254,2.98,22127311,8,7,7,8,470,2623,3431,5985500,294,94,1924
89255,2.15,13346046,5,8,7,8,6939,8371,6665,7558427,117,214,1909
89256,3.33,18756115,10,5,8,6,5864,5309,1167,1418241,206,23,1818
89257,3.49,17726065,9,6,9,7,8498,6781,1101,228121,203,137,1905
89258,1.99,17947335,1,3,2,1,9667,8911,9020,9659039,85,139,1964
89259,2.55,5346434,10,6,7,9,4515,811,6183,3173688,166,141,1943
89260,1.77,17127351,5,4,2,5,3661,9528,2783,102655,186,254,1804
89261,2.91,10237569,5,4,2,8,9645,9892,2031,4232529,82,273,1863
89262,3.68,4629996,7,4,4,5,6857,2190,352,4941211,147,42,1951
89263,3.05,27435667,6,6,6,4,2128,6035,1741,2798873,258,177,1864
89264,3.61,9112636,14,6,9,9,5193,7606,7769,7996624,144,144,1824
89265,1.96,23500369,2,3,4,3,8622,9038,7478,9305180,279,11,1856
89266,2.18,16293693,9,6,4,6,5523,6991,1712,4485857,262,149,1979
89267,2.88,27989943,6,1,2,8,9841,9033,497,569390,159,146,1941
89268,1.58,10695522,7,9,5,9,8039,1528,6015,3731598,175,87,1986
89269,3.04,14406961,10,4,5,2,4780,4662,9412,8766543,284,199,1943
89270,2.34,6332663,2,8,6,2,7629,180,8470,8555871,203,167,1993
89271,2.06,10136561,1,3,4,8,9851,2985,6331,6719719,241,93,2003
89272,1.65,14505662,7,1,5,8,5750,5853,9795,7956783,62,269,1967
89273,2.99,24806841,6,2,7,1,698,92,5785,4062134,202,191,2002
89274,3.97,12162272,1,5,1,4,9003,6252,1550,3480045,23,23,1989
89275,3.76,3357024,6,8,4,1,8366,118,7474,1173598,65,266,1915
89276,3.95,9320096,2,9,2,6,6037,7838,9657,635610,84,150,1958
89277,3.85,3119099,7,7,7,9,889,127,3210,6593765,50,172,1936
89278,2.2,1094271,11,8,6,9,9486,205,9537,9616914,45,195,1883
89279,3.6,19644484,8,8,7,3,2955,5813,5375,1939445,88,248,1965
89280,2.19,11641834,12,9,4,2,8594,9186,9918,4193318,61,180,1960
89281,2.3,394238,12,1,9,9,673,9616,624,4762799,208,2,1822
89282,3.87,7860469,13,2,5,2,902,6774,3094,9571372,255,175,1977
89283,2.78,26565670,2,3,6,1,1545,1654,2707,6132782,277,143,1937
89284,3.88,21798534,4,6,3,3,9771,4894,432,4061971,91,214,1982
89285,1.53,6029294,2,4,4,9,6831,5715,1537,1223503,144,93,1909
89286,1.72,23205241,10,3,9,4,2645,3353,9209,2931277,28,166,2009
89287,3.43,10770020,3,6,5,9,5793,6243,1219,3007723,251,210,2017
89288,1.81,18690777,8,6,9,5,9768,2635,7556,3810369,149,224,1828
89289,2.57,16191801,10,2,4,8,445,5334,1101,707002,156,283,2000
89290,1.72,7138771,14,4,9,6,9131,9018,8774,1183903,286,162,2006
89291,3.68,29312641,11,3,7,7,4014,695,8112,7514969,6,10,1894
89292,3.62,4404360,14,4,2,9,8259,3519,8209,6465469,103,212,2015
89293,2.16,27330219,1,6,4,8,4617,2815,684,9964636,96,208,1801
89294,1.82,11516149,14,8,7,5,735,1930,3567,4199195,257,217,2007
89295,1.73,2550400,14,1,3,1,365,6235,3186,797972,227,230,1897
89296,2.57,26621883,13,6,7,6,2823,3074,8246,6939252,2,255,1823
89297,2.42,28745300,9,6,2,5,3562,4220,6593,3188562,283,164,1983
89298,2.47,5380860,6,2,7,8,7654,7447,8563,8593184,70,51,1983
89299,3.7,23681296,6,5,5,6,2588,6893,1068,3805685,105,122,2018
89300,2.25,22624950,1,7,3,3,327,551,4216,9706370,68,125,2000
89301,3.02,5070399,6,6,3,3,5954,5939,2684,6459134,8,197,1961
89302,2.42,14961369,1,9,4,2,5964,3629,3144,7969299,160,104,1860
89303,1.75,3449168,12,1,8,5,1074,69,3320,2149119,94,14,1869
89304,1.87,20640681,9,7,1,6,3116,1739,999,2738862,223,152,1879
89305,3.83,12084239,12,5,2,4,506,4961,9753,2604871,181,221,1919
89306,3.53,21332731,13,8,3,9,8106,9921,914,7829213,66,111,1945
89307,3.31,28602618,7,4,1,4,2691,8144,4202,8659740,44,25,1812
89308,2.57,5951224,7,7,3,9,7779,8493,7232,6969907,255,296,1801
89309,1.83,16649748,8,3,7,9,8016,3673,985,334361,62,254,1838
89310,3.06,11066661,6,5,2,8,5877,7544,9495,4556315,89,91,1914
89311,2.43,28677671,8,7,2,9,1383,9872,431,1255901,2,264,1993
89312,3.34,28481425,6,9,3,8,4579,8320,9952,303261,132,224,1862
89313,2.12,28057686,7,3,3,2,7414,5677,768,7923294,165,14,1833
89314,1.99,6465503,13,3,6,1,2863,5723,5173,5488192,252,244,1928
89315,3.77,25791870,8,9,3,7,6693,6070,1716,7776316,63,31,1919
89316,1.73,1689894,8,1,8,6,5934,6479,1126,5907874,215,263,1927
89317,1.99,6571582,7,5,7,1,5083,4626,7530,9733141,77,22,1829
89318,2.3,6907555,11,3,7,6,1033,250,1478,8984581,36,165,1950
89319,3.59,9703945,5,6,3,4,5742,4909,3255,8829319,127,221,1996
89320,3.99,18303315,7,8,8,1,1391,1392,2631,8712103,2,277,1917
89321,2.74,1752192,11,8,9,5,8215,3329,5023,2255967,110,180,1936
89322,2.6,930387,7,6,7,1,7979,4625,8880,2355438,126,40,1994
89323,2.48,13572109,2,8,3,7,1976,3602,7832,5320613,178,240,1970
89324,2.94,28536646,12,9,2,5,5934,8287,5829,9571146,18,22,1881
89325,2.67,2373280,7,4,2,6,2535,1388,788,4594593,107,121,1977
89326,2.81,14496394,12,3,9,5,1472,2687,5627,8804303,216,289,1943
89327,2.32,9600971,5,9,7,3,854,2538,9319,5576969,49,57,1809
89328,3.71,10846451,10,9,3,7,5208,118,3795,1430239,13,133,1895
89329,2.36,4724068,12,4,2,7,5408,7795,4276,2209076,15,178,1909
89330,2.13,3723701,1,6,7,6,1523,3778,3782,6274940,183,75,1949
89331,3.87,29976258,5,9,8,7,2289,2262,9753,1134467,43,40,1997
89332,1.58,7026952,1,7,7,3,5510,5923,9061,5836343,155,147,1847
89333,3.36,22797706,7,4,6,4,3705,8222,9614,1071674,113,105,1914
89334,2.83,18393073,11,1,5,4,472,4071,6854,7242231,184,173,1951
89335,2.74,27572495,2,8,2,8,2963,8272,7710,322581,177,88,1820
89336,3.77,4450548,5,3,4,4,4840,8547,4749,920348,104,156,1975
89337,2.96,998994,6,5,1,5,6842,9847,8627,9399764,268,237,1927
89338,3.36,16838297,3,8,2,8,1895,6681,994,6996294,203,111,1818
89339,3.25,13179275,5,8,8,9,78,6100,9997,9672940,38,148,1859
89340,1.63,14077053,1,7,8,1,9559,5386,6121,5161429,257,188,1811
89341,2.24,21143277,13,7,1,4,983,6913,2324,9418989,269,269,1978
89342,3.64,20859891,14,5,4,5,3115,2415,2890,6185693,35,15,1855
89343,1.6,1637665,5,7,2,2,6379,3764,9791,8129659,205,124,1811
89344,3.81,18688724,1,4,8,8,3697,2287,3986,5431159,194,128,1843
89345,1.66,21032232,10,7,5,5,6002,4941,6595,7090737,222,258,1837
89346,2.63,13106067,13,1,6,5,86,3496,2442,2494242,209,246,1814
89347,3.28,15725184,14,8,5,2,5728,642,4449,9303151,41,153,1815
89348,1.66,9693032,14,3,8,7,4809,6661,1528,9850725,104,133,1853
89349,2.64,26184169,5,1,1,3,6606,2162,9172,3703032,96,290,1860
89350,3.09,8948063,7,8,4,7,852,8395,3940,7036825,242,114,2016
89351,2.42,22208748,13,3,3,8,3202,5600,8401,6213671,140,154,1918
89352,2.15,11019011,11,1,9,8,1404,340,569,4821114,264,238,1915
89353,3.7,15503722,13,7,8,3,245,1531,5948,5818031,214,238,1967
89354,2.07,9204595,14,9,2,3,189,8761,9794,3377823,113,29,1929
89355,1.98,4945489,13,3,8,1,6320,1311,6357,7521065,209,48,1943
89356,3.57,15498356,4,5,9,4,9798,4875,9488,27140,159,106,1947
89357,3.55,4443734,12,3,9,5,3904,4873,4823,7729988,125,26,1963
89358,1.62,10965964,2,3,4,3,5503,4662,5026,5770393,69,89,1845
89359,3.84,6134853,14,5,2,2,9239,8265,3604,730497,133,297,1886
89360,3.3,14900109,13,1,2,2,19,1797,6518,4812547,154,142,1844
89361,2.51,12936862,11,8,8,9,916,932,4367,2845859,257,235,1913
89362,1.88,27950304,1,2,6,6,5482,4591,4436,2295809,152,110,1913
89363,3.72,25556300,10,5,9,9,3377,8309,1036,8900214,169,57,1832
89364,1.66,27817526,14,6,8,3,3799,1397,8438,1491298,284,15,1817
89365,2.68,17762634,9,9,9,5,242,751,4356,4531510,212,15,1854
89366,2.46,26887215,11,8,7,3,8504,3593,6311,358724,115,264,1900
89367,2.73,12738125,12,9,5,5,6697,6142,8291,3495128,236,291,1950
89368,3.92,4896504,5,7,6,4,3589,7568,9024,4290192,163,144,1809
89369,3.27,1971679,2,8,9,3,9307,980,4895,3955319,255,24,1931
89370,3.44,29016724,12,7,4,3,6605,6365,1707,1494313,34,26,2002
89371,3.15,10855206,7,7,2,2,6604,4635,8425,1383177,226,201,2016
89372,2.3,25863125,7,9,1,6,2532,3935,5646,4419881,116,94,1929
89373,1.79,29312597,12,5,8,3,6090,9787,1790,4895216,40,73,1802
89374,3.36,18032396,7,5,8,2,5663,872,3154,1397731,69,169,1942
89375,3.62,2337135,7,5,4,9,4783,5388,4937,9749487,81,9,1974
89376,2.79,18288703,14,4,3,5,2399,8789,3771,4925854,254,224,1953
89377,1.73,9525021,2,6,5,8,366,3121,1076,8820564,6,260,1943
89378,1.72,18529679,1,4,5,7,4054,3621,3652,2118974,129,270,1881
89379,2.37,10840698,14,4,1,8,1337,7150,2916,5285184,120,219,1921
89380,1.68,24268416,7,1,4,2,6696,6834,7986,4300517,223,1,1949
89381,3.51,5680673,14,9,9,3,9624,2357,3135,3535765,75,66,1985
89382,3.55,13848884,5,1,3,4,2394,3267,8710,3787958,288,11,1914
89383,1.61,21046946,1,8,2,7,8960,7324,9999,6151956,100,30,1936
89384,2.42,24719721,2,2,7,3,825,6718,6799,2228112,71,217,1854
89385,3.35,23459572,2,3,7,9,7015,6318,2950,6175827,254,110,1875
89386,2.51,9240852,9,1,1,6,5587,1812,3922,3296923,283,277,1923
89387,2.11,7230852,2,5,9,3,6019,3364,9626,6769781,128,176,1856
89388,1.89,11660793,8,4,8,6,4809,7458,5283,363802,227,238,1971
89389,2.18,14100105,14,4,7,7,7266,4962,9297,4114244,102,133,1810
89390,3.93,14424203,14,2,3,3,5227,8919,2018,1436306,131,158,1895
89391,1.98,19364424,2,8,9,1,7707,3536,5739,2687230,107,284,1889
89392,3.49,29202706,8,6,6,3,1794,5020,8797,6341984,115,170,1929
89393,2.84,26009222,13,9,9,3,4488,685,1308,9858393,165,3,1944
89394,2.24,2782172,6,8,3,9,7336,6161,4679,6668525,178,141,1932
89395,3.34,722455,5,2,6,4,2082,4643,9098,2662712,164,196,2013
89396,2.86,6908099,13,5,6,6,2403,719,9865,1883108,107,264,1949
89397,2.73,19126494,2,8,4,5,4644,7054,1565,1924187,78,14,1864
89398,2.21,12207835,1,7,8,7,6290,9454,2256,6870641,180,128,1991
89399,1.97,13996414,14,3,2,4,1704,7996,6886,4029267,212,55,1843
89400,1.81,23659567,5,9,2,5,7754,3420,1779,6881122,293,45,1905
89401,2.8,6905566,3,7,2,5,10002,5189,7793,6956346,43,154,1981
89402,3.56,9930619,13,2,2,3,7754,8201,281,8766789,36,87,1818
89403,3.09,7830958,1,7,6,5,8169,7702,5865,7474884,37,235,1841
89404,3.88,6925785,6,2,3,4,4243,8399,7598,2117528,106,146,1860
89405,3.47,17999803,4,4,7,3,6778,4448,9990,526501,48,289,1971
89406,3.45,12113505,9,7,3,6,7724,7532,8829,2804745,194,212,1917
89407,2.31,25521023,8,6,9,6,5551,5703,9120,2291272,205,230,1995
89408,2.11,9896534,12,9,6,1,328,8720,9466,2980983,187,260,1988
89409,3.02,22638591,8,7,8,3,2836,8370,1495,2078305,24,98,1949
89410,1.86,22872109,3,6,1,1,4904,9087,4696,7357728,275,33,1988
89411,1.61,1385964,10,3,9,6,4460,2912,6788,4794219,5,268,1901
89412,2.79,10238448,13,4,6,2,637,4367,4624,5519892,135,27,2004
89413,2.63,5923716,4,7,8,9,161,1449,1686,8644084,93,256,1838
89414,3.85,10642076,6,3,2,3,6912,4676,2476,1303752,134,171,1924
89415,2.25,23792613,7,5,8,9,9512,3891,9163,5660823,142,202,1965
89416,3.31,3850320,10,1,5,8,4029,3716,5259,5963457,79,36,1993
89417,3.07,11924979,14,7,8,1,6123,2812,5582,2505455,126,52,1915
89418,2.18,18028490,5,6,9,8,7489,146,9521,2615215,204,116,1938
89419,2.71,11248275,14,5,2,6,8192,1670,4297,3079651,68,61,1876
89420,1.69,29335884,6,4,5,6,6071,7852,7602,2432893,25,219,1951
89421,3.37,22400975,10,9,4,4,7209,4792,2518,1229136,95,20,1806
89422,1.92,11517517,13,1,2,6,7182,2034,4192,3445518,277,213,1970
89423,1.93,19291348,6,7,4,9,2428,8939,5455,9087625,39,194,1925
89424,2.54,20619283,9,8,8,5,8519,5698,9785,5385381,268,282,1949
89425,3.15,890348,5,4,3,3,9806,4079,3705,4584383,66,8,1969
89426,2.18,17895473,2,9,9,2,3563,591,4539,5670153,164,252,1826
89427,1.61,2473216,1,1,9,5,6034,5549,4688,8594174,43,252,1984
89428,2.18,9707693,14,1,3,1,7967,8408,7786,472139,198,162,1864
89429,2.44,24921839,3,3,8,8,6292,5033,9816,1243838,226,191,1975
89430,2.87,5241446,11,9,8,5,5398,1385,8676,484209,289,255,2016
89431,2.75,19461550,5,5,9,7,3186,4876,5606,4439817,260,173,1850
89432,3.04,15036749,3,5,5,2,8575,694,350,6651842,25,60,1810
89433,2.73,2891871,1,2,5,4,2743,5420,7519,459455,203,246,1902
89434,1.76,23060428,8,8,9,7,1583,6957,32,2988193,52,141,1927
89435,3.65,20993405,10,6,6,9,500,586,2563,6232700,67,294,1932
89436,2.86,1705702,11,2,6,1,7362,5756,9482,6475383,228,55,1977
89437,1.85,423568,13,1,1,6,2186,4795,5372,6268185,113,71,1911
89438,3.02,1193950,9,4,4,8,3795,7489,2312,6047828,227,26,1895
89439,2.54,26594120,4,5,6,4,5331,3675,5794,2752846,19,236,1832
89440,2.25,24373617,12,8,9,6,8067,6422,7597,2220585,205,197,2011
89441,2.72,22559262,6,6,5,6,2935,1980,10007,9990967,130,169,1978
89442,2.57,20895634,12,1,7,8,9117,7257,9518,9127228,247,9,1866
89443,3.14,11423806,13,1,6,4,5852,8136,3015,8992656,257,6,2000
89444,1.86,21677016,10,5,7,2,5756,7769,2110,6427716,231,158,1897
89445,3.86,4587855,7,1,4,8,7337,9085,5973,1460241,237,299,1859
89446,1.87,25631295,6,5,7,7,8201,1014,4219,8751462,289,222,1949
89447,3.92,23443737,8,6,8,9,9002,9212,634,1066131,121,79,1985
89448,3.17,13707913,10,7,2,3,8095,5775,9439,8990482,142,44,1994
89449,3.9,3915161,8,4,3,8,9359,5381,7989,791114,204,59,1942
89450,3.21,22956177,12,1,6,5,8952,3809,2892,9626905,270,224,1929
89451,1.87,17986695,2,8,9,1,6827,1446,8444,3426841,220,233,1948
89452,3.46,29460390,4,4,7,8,782,3040,9851,1804240,239,112,2012
89453,1.72,20765263,6,2,8,1,3993,190,7063,5327819,155,191,1882
89454,1.62,5576723,6,5,8,2,9411,4319,4713,5337585,249,58,1854
89455,2.03,28501831,13,1,1,3,2625,2264,961,964958,163,172,1914
89456,3.73,18646470,13,2,3,8,1578,4267,3972,1381338,118,40,1993
89457,2.69,20588073,10,5,7,1,3578,8936,7159,1182471,47,57,1917
89458,3.6,10272448,11,5,8,1,2197,4257,9723,2988691,251,191,1877
89459,2.03,8856239,12,3,2,6,5478,364,5949,5251134,162,286,1904
89460,2.54,6516545,5,4,9,5,5411,5619,1528,6096134,160,149,1929
89461,2.01,12200781,9,6,9,7,1654,5956,382,8908481,232,278,1824
89462,3.59,10401292,5,2,1,1,1767,831,6111,367957,251,104,1864
89463,2.08,2159055,14,9,5,4,2883,8535,2646,2847875,208,137,1954
89464,2.07,16647974,3,2,2,7,548,5624,1478,5162402,147,288,1982
89465,1.57,22105592,13,1,2,8,6806,6931,4866,3442171,31,173,1915
89466,2.62,2251796,9,1,8,9,8768,8583,1691,6468104,119,131,1991
89467,1.63,16910150,10,5,8,1,1433,513,5982,5349053,3,117,1934
89468,1.91,26038872,5,5,3,2,3344,6326,6725,7846486,143,81,1892
89469,1.9,17406841,7,2,1,8,5254,6426,9528,8606642,270,226,1897
89470,1.83,808551,1,7,2,4,809,5955,4828,938751,83,86,2000
89471,3.18,12491331,1,4,2,8,7745,8744,7722,3201490,134,140,1942
89472,3.79,4462515,6,4,6,8,212,8508,1284,3176753,35,108,1951
89473,2,4530009,3,4,2,1,5898,5183,3468,2061304,266,221,1955
89474,2.67,22441322,7,2,4,5,4145,4215,4909,3526923,111,186,1960
89475,2.67,1334147,3,8,8,4,4803,3343,1091,7644840,7,37,1909
89476,4,6585069,10,6,8,2,821,4592,7288,6141649,249,135,1894
89477,3.6,22371224,8,3,7,3,2229,5106,7579,6301976,131,159,1945
89478,2.2,7455529,12,8,6,3,199,3531,6423,9951445,77,41,2012
89479,3.92,20035077,9,2,1,8,9994,2853,3218,9385085,2,34,1957
89480,3.18,21880042,10,2,3,9,2416,1232,1102,255930,196,212,1909
89481,2.8,28887211,11,8,7,4,9293,8975,5139,7204016,274,17,1877
89482,2.83,17205478,1,4,6,8,3979,7507,1582,5583766,196,81,1837
89483,1.57,12908465,3,3,1,8,4217,1833,4481,2719790,179,180,1944
89484,2.36,8697675,12,4,9,1,5730,4139,103,7667354,235,165,1844
89485,2.5,22936750,14,4,3,1,742,3647,9085,5546711,257,28,1926
89486,3.22,26345471,9,9,7,9,6948,5116,1715,2330428,138,164,2002
