points,tags,tag_dict,tag_vect,problem_id_enc,level_enc
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",5375,0
500.0,implementation,['implementation'],"  (0, 35)	1.0",2977,0
1500.0,"brute force,constructive algorithms,implementation","['brute force', 'constructive algorithms', 'implementation']","  (0, 35)	0.2964031193163125
  (0, 27)	0.3700380170165641
  (0, 14)	0.4088034526708839
  (0, 13)	0.4088034526708839
  (0, 7)	0.3700380170165641
  (0, 6)	0.3700380170165641
  (0, 2)	0.4088034526708839",1328,2
500.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",3352,0
1000.0,"combinatorics,dp,probabilities","['combinatorics', 'dp', 'probabilities']","  (0, 47)	0.6855071140834587
  (0, 21)	0.4265764937950003
  (0, 11)	0.5900105859071787",564,1
2500.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",1830,4
3000.0,"dp,games,greedy,trees","['dp', 'games', 'greedy', 'trees']","  (0, 69)	0.5150506354291158
  (0, 33)	0.3933124458012352
  (0, 28)	0.6540890985464278
  (0, 21)	0.39012256290124486",1372,5
500.0,"binary search,brute force,implementation","['binary search', 'brute force', 'implementation']","  (0, 52)	0.4091356886482583
  (0, 35)	0.2931486880830613
  (0, 27)	0.3659750932428642
  (0, 7)	0.3659750932428642
  (0, 6)	0.3659750932428642
  (0, 4)	0.4152460284741602
  (0, 3)	0.4152460284741602",2592,0
1000.0,"constructive algorithms,hashing,implementation","['constructive algorithms', 'hashing', 'implementation']","  (0, 35)	0.3116606532746067
  (0, 34)	0.5903919540847576
  (0, 14)	0.42984686333329875
  (0, 13)	0.42984686333329875
  (0, 2)	0.42984686333329875",146,1
2000.0,"data structures,dfs and similar,trees","['data structures', 'dfs and similar', 'trees']","  (0, 69)	0.42900090042824557
  (0, 62)	0.3427397111101813
  (0, 55)	0.38883457696857643
  (0, 18)	0.38883457696857643
  (0, 17)	0.38883457696857643
  (0, 16)	0.3499362321344195
  (0, 15)	0.3499362321344195",1965,3
2000.0,"data structures,divide and conquer,dp,probabilities","['data structures', 'divide and conquer', 'dp', 'probabilities']","  (0, 62)	0.27339636496804653
  (0, 47)	0.4165361519457047
  (0, 21)	0.2592015860746087
  (0, 20)	0.4198141665215035
  (0, 19)	0.4198141665215035
  (0, 16)	0.2791368806557964
  (0, 15)	0.2791368806557964
  (0, 12)	0.4198141665215035",985,3
1500.0,"dp,implementation,trees","['dp', 'implementation', 'trees']","  (0, 69)	0.7094884405124822
  (0, 35)	0.45588264323802563
  (0, 21)	0.5373985191396391",5232,2
3000.0,"combinatorics,math","['combinatorics', 'math']","  (0, 37)	0.587266654989628
  (0, 11)	0.8093935235330793",794,4
1000.0,greedy,['greedy'],"  (0, 33)	1.0",3134,0
500.0,implementation,['implementation'],"  (0, 35)	1.0",512,0
2500.0,math,['math'],"  (0, 37)	1.0",2139,4
1500.0,"data structures,implementation","['data structures', 'implementation']","  (0, 62)	0.5176610960676551
  (0, 35)	0.4163389461736369
  (0, 16)	0.5285304492255197
  (0, 15)	0.5285304492255197",5202,2
2000.0,"dfs and similar,graphs,hashing","['dfs and similar', 'graphs', 'hashing']","  (0, 55)	0.41034195633405923
  (0, 34)	0.5510683115024816
  (0, 32)	0.437243813762545
  (0, 18)	0.41034195633405923
  (0, 17)	0.41034195633405923",3731,3
2500.0,"dsu,graphs,greedy","['dsu', 'graphs', 'greedy']","  (0, 33)	0.45443478821161326
  (0, 32)	0.5747357751851221
  (0, 22)	0.6805643334655607",5508,4
1000.0,"dp,two pointers","['dp', 'two pointers']","  (0, 46)	0.8230265855448435
  (0, 21)	0.5680028516534017",5046,1
2000.0,"binary search,bitmasks,brute force,implementation,sortings","['binary search', 'bitmasks', 'brute force', 'implementation', 'sortings']","  (0, 56)	0.3448368365877679
  (0, 52)	0.3400487439366906
  (0, 35)	0.24364739115935363
  (0, 27)	0.3041762775095885
  (0, 7)	0.3041762775095885
  (0, 6)	0.3041762775095885
  (0, 5)	0.4362282020072966
  (0, 4)	0.34512728741376825
  (0, 3)	0.34512728741376825",3594,3
1000.0,"greedy,two pointers","['greedy', 'two pointers']","  (0, 46)	0.8208551890856012
  (0, 33)	0.5711363747400808",4058,1
1500.0,"data structures,schedules","['data structures', 'schedules']","  (0, 62)	0.3556164349330269
  (0, 51)	0.7809468249894554
  (0, 16)	0.36308332910257196
  (0, 15)	0.36308332910257196",917,2
2500.0,"binary search,data structures,sortings","['binary search', 'data structures', 'sortings']","  (0, 62)	0.3484440519734711
  (0, 56)	0.39663081584709964
  (0, 52)	0.39112355881116245
  (0, 16)	0.3557603472976266
  (0, 15)	0.3557603472976266
  (0, 4)	0.39696489195457096
  (0, 3)	0.39696489195457096",161,4
2750.0,"constructive algorithms,two pointers","['constructive algorithms', 'two pointers']","  (0, 46)	0.5816302291393685
  (0, 14)	0.4696474835985268
  (0, 13)	0.4696474835985268
  (0, 2)	0.4696474835985268",1976,5
750.0,"constructive algorithms,graphs,math","['constructive algorithms', 'graphs', 'math']","  (0, 37)	0.38656243198738366
  (0, 32)	0.4911503134238374
  (0, 14)	0.4506812827263725
  (0, 13)	0.4506812827263725
  (0, 2)	0.4506812827263725",4056,2
2500.0,dfs and similar,['dfs and similar'],"  (0, 55)	0.5773502691896257
  (0, 18)	0.5773502691896257
  (0, 17)	0.5773502691896257",4540,5
3000.0,"bitmasks,dp","['bitmasks', 'dp']","  (0, 21)	0.5499124193373313
  (0, 5)	0.8352223243296142",918,4
2500.0,bitmasks,['bitmasks'],"  (0, 5)	1.0",5760,3
1500.0,"dp,matrices","['dp', 'matrices']","  (0, 38)	0.8687888373811061
  (0, 21)	0.4951827501458283",2213,2
1500.0,greedy,['greedy'],"  (0, 33)	1.0",4444,2
1000.0,"constructive algorithms,implementation","['constructive algorithms', 'implementation']","  (0, 35)	0.3861407646520507
  (0, 14)	0.5325709060378501
  (0, 13)	0.5325709060378501
  (0, 2)	0.5325709060378501",2456,1
1000.0,"data structures,dp","['data structures', 'dp']","  (0, 62)	0.5010202805652976
  (0, 21)	0.47500723498371566
  (0, 16)	0.5115402257767201
  (0, 15)	0.5115402257767201",2343,1
500.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",3270,1
1500.0,"binary search,data structures,implementation","['binary search', 'data structures', 'implementation']","  (0, 62)	0.36303739496445786
  (0, 52)	0.40750438153796636
  (0, 35)	0.29197984470784116
  (0, 16)	0.3706601073632744
  (0, 15)	0.3706601073632744
  (0, 4)	0.4135903581976111
  (0, 3)	0.4135903581976111",2417,2
2500.0,"constructive algorithms,dfs and similar,greedy,trees","['constructive algorithms', 'dfs and similar', 'greedy', 'trees']","  (0, 69)	0.3951670370847694
  (0, 55)	0.3581684969504679
  (0, 33)	0.30176472596009146
  (0, 18)	0.3581684969504679
  (0, 17)	0.3581684969504679
  (0, 14)	0.3502032963601776
  (0, 13)	0.3502032963601776
  (0, 2)	0.3502032963601776",1513,4
500.0,"binary search,math,sortings","['binary search', 'math', 'sortings']","  (0, 56)	0.4625248062720955
  (0, 52)	0.45610260483977055
  (0, 37)	0.3866028502533253
  (0, 4)	0.46291438388612516
  (0, 3)	0.46291438388612516",4169,0
1500.0,"constructive algorithms,number theory","['constructive algorithms', 'number theory']","  (0, 68)	0.4392973494418518
  (0, 43)	0.4392973494418518
  (0, 42)	0.4392973494418518
  (0, 14)	0.37463471823457156
  (0, 13)	0.37463471823457156
  (0, 2)	0.37463471823457156",2732,2
1500.0,"constructive algorithms,math","['constructive algorithms', 'math']","  (0, 37)	0.4437763738372296
  (0, 14)	0.5173852626505319
  (0, 13)	0.5173852626505319
  (0, 2)	0.5173852626505319",795,2
1750.0,"data structures,dfs and similar,graphs,trees","['data structures', 'dfs and similar', 'graphs', 'trees']","  (0, 69)	0.39632933561327377
  (0, 62)	0.31663756849224534
  (0, 55)	0.3592219722606387
  (0, 32)	0.382772423618988
  (0, 18)	0.3592219722606387
  (0, 17)	0.3592219722606387
  (0, 16)	0.3232860216619616
  (0, 15)	0.3232860216619616",63,3
2000.0,dp,['dp'],"  (0, 21)	1.0",2739,3
1000.0,"binary search,data structures","['binary search', 'data structures']","  (0, 62)	0.37957769344396236
  (0, 52)	0.4260706344800462
  (0, 16)	0.38754770322880217
  (0, 15)	0.38754770322880217
  (0, 4)	0.4324338935130389
  (0, 3)	0.4324338935130389",4455,1
1000.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",2249,1
1250.0,"dp,implementation","['dp', 'implementation']","  (0, 35)	0.64690165854566
  (0, 21)	0.7625734352643518",1178,2
500.0,implementation,['implementation'],"  (0, 35)	1.0",301,0
500.0,implementation,['implementation'],"  (0, 35)	1.0",2266,0
2000.0,"binary search,greedy","['binary search', 'greedy']","  (0, 52)	0.5139849270625998
  (0, 33)	0.43767425589322995
  (0, 4)	0.5216611642056371
  (0, 3)	0.5216611642056371",4468,3
2500.0,"dp,games","['dp', 'games']","  (0, 28)	0.8588402120288889
  (0, 21)	0.5122435848326194",4045,4
1000.0,"2-sat,brute force,graph matchings,greedy,implementation","['2-sat', 'brute force', 'graph matchings', 'greedy', 'implementation']","  (0, 50)	0.3974081589390824
  (0, 36)	0.34623623713577645
  (0, 35)	0.15329281467548642
  (0, 33)	0.1821804736412577
  (0, 31)	0.34623623713577645
  (0, 30)	0.34623623713577645
  (0, 27)	0.1913750749190676
  (0, 7)	0.1913750749190676
  (0, 6)	0.1913750749190676
  (0, 1)	0.3974081589390824
  (0, 0)	0.3974081589390824",3729,1
2500.0,combinatorics,['combinatorics'],"  (0, 11)	1.0",5961,5
3000.0,"dp,graph matchings,greedy","['dp', 'graph matchings', 'greedy']","  (0, 36)	0.5308013135089618
  (0, 33)	0.27929380097364803
  (0, 31)	0.5308013135089618
  (0, 30)	0.5308013135089618
  (0, 21)	0.2770286437702338",2697,4
2500.0,"dfs and similar,graphs","['dfs and similar', 'graphs']","  (0, 55)	0.4917454284181643
  (0, 32)	0.5239840654919845
  (0, 18)	0.4917454284181643
  (0, 17)	0.4917454284181643",2046,4
2500.0,"constructive algorithms,dfs and similar,flows,graphs,greedy","['constructive algorithms', 'dfs and similar', 'flows', 'graphs', 'greedy']","  (0, 55)	0.3186841269880759
  (0, 33)	0.26849828800461756
  (0, 32)	0.33957693313821097
  (0, 26)	0.4654453485743659
  (0, 18)	0.3186841269880759
  (0, 17)	0.3186841269880759
  (0, 14)	0.311597007327877
  (0, 13)	0.311597007327877
  (0, 2)	0.311597007327877",3406,4
1000.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",112,1
1500.0,"brute force,constructive algorithms","['brute force', 'constructive algorithms']","  (0, 27)	0.3874488343122914
  (0, 14)	0.42803823909013083
  (0, 13)	0.42803823909013083
  (0, 7)	0.3874488343122914
  (0, 6)	0.3874488343122914
  (0, 2)	0.42803823909013083",634,2
2500.0,"data structures,divide and conquer","['data structures', 'divide and conquer']","  (0, 62)	0.31374914796161846
  (0, 20)	0.48177793828287807
  (0, 19)	0.48177793828287807
  (0, 16)	0.32033695283642843
  (0, 15)	0.32033695283642843
  (0, 12)	0.48177793828287807",1781,4
500.0,dp,['dp'],"  (0, 21)	1.0",4937,0
1000.0,"graphs,sortings","['graphs', 'sortings']","  (0, 56)	0.6855355106667984
  (0, 32)	0.7280391909882405",2007,1
2000.0,"brute force,combinatorics,dfs and similar,math","['brute force', 'combinatorics', 'dfs and similar', 'math']","  (0, 55)	0.3678740529830319
  (0, 37)	0.30851914953456405
  (0, 27)	0.3255845530939567
  (0, 18)	0.3678740529830319
  (0, 17)	0.3678740529830319
  (0, 11)	0.4252129750558033
  (0, 7)	0.3255845530939567
  (0, 6)	0.3255845530939567",5766,3
1750.0,binary search,['binary search'],"  (0, 52)	0.5716446613374037
  (0, 4)	0.5801820322814406
  (0, 3)	0.5801820322814406",4377,2
2500.0,"constructive algorithms,graphs,greedy","['constructive algorithms', 'graphs', 'greedy']","  (0, 33)	0.38807709769607496
  (0, 32)	0.4908114373323105
  (0, 14)	0.4503703288138116
  (0, 13)	0.4503703288138116
  (0, 2)	0.4503703288138116",1222,3
1250.0,"data structures,dfs and similar,trees","['data structures', 'dfs and similar', 'trees']","  (0, 69)	0.42900090042824557
  (0, 62)	0.3427397111101813
  (0, 55)	0.38883457696857643
  (0, 18)	0.38883457696857643
  (0, 17)	0.38883457696857643
  (0, 16)	0.3499362321344195
  (0, 15)	0.3499362321344195",1355,1
1500.0,"dp,greedy,number theory","['dp', 'greedy', 'number theory']","  (0, 68)	0.4956036491532467
  (0, 43)	0.4956036491532467
  (0, 42)	0.4956036491532467
  (0, 33)	0.3641934891613699
  (0, 21)	0.36123976980728983",1048,2
1500.0,"brute force,dp,strings","['brute force', 'dp', 'strings']","  (0, 61)	0.5350895793692757
  (0, 27)	0.42824134612957365
  (0, 21)	0.40436022361973706
  (0, 7)	0.42824134612957365
  (0, 6)	0.42824134612957365",6307,2
2500.0,"combinatorics,graphs","['combinatorics', 'graphs']","  (0, 32)	0.6778014313072432
  (0, 11)	0.7352450065915799",2217,3
500.0,constructive algorithms,['constructive algorithms'],"  (0, 14)	0.5773502691896258
  (0, 13)	0.5773502691896258
  (0, 2)	0.5773502691896258",5851,0
1000.0,data structures,['data structures'],"  (0, 62)	0.569352944945379
  (0, 16)	0.5813076741631853
  (0, 15)	0.5813076741631853",75,2
500.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",6419,0
30.0,greedy,['greedy'],"  (0, 33)	1.0",155,14
2000.0,"data structures,dfs and similar,graphs,shortest paths","['data structures', 'dfs and similar', 'graphs', 'shortest paths']","  (0, 62)	0.2556480444866914
  (0, 55)	0.29003000238531024
  (0, 54)	0.3875241587322151
  (0, 53)	0.3875241587322151
  (0, 45)	0.3875241587322151
  (0, 32)	0.309044255385072
  (0, 18)	0.29003000238531024
  (0, 17)	0.29003000238531024
  (0, 16)	0.26101589789648316
  (0, 15)	0.26101589789648316",597,3
500.0,"implementation,math","['implementation', 'math']","  (0, 37)	0.7637024449468292
  (0, 35)	0.6455684127822824",2713,0
2000.0,"binary search,greedy,sortings","['binary search', 'greedy', 'sortings']","  (0, 56)	0.4622056140844986
  (0, 52)	0.4557878446664063
  (0, 33)	0.38811761835041586
  (0, 4)	0.4625949228478003
  (0, 3)	0.4625949228478003",6152,3
2000.0,"combinatorics,probabilities","['combinatorics', 'probabilities']","  (0, 47)	0.7579257957391671
  (0, 11)	0.652340776092642",5840,3
1000.0,sortings,['sortings'],"  (0, 56)	1.0",4701,1
1500.0,"hashing,string suffix structures,strings","['hashing', 'string suffix structures', 'strings']","  (0, 64)	0.3868310196854611
  (0, 63)	0.3868310196854611
  (0, 62)	0.22680273899208162
  (0, 61)	0.2845452099511727
  (0, 60)	0.3868310196854611
  (0, 59)	0.3868310196854611
  (0, 58)	0.3868310196854611
  (0, 34)	0.345547901346637",5721,5
2000.0,"greedy,implementation,math","['greedy', 'implementation', 'math']","  (0, 37)	0.6059159597578303
  (0, 35)	0.5121892787020597
  (0, 33)	0.6087101054635212",2346,3
1000.0,"greedy,math","['greedy', 'math']","  (0, 37)	0.7054782744958024
  (0, 33)	0.7087315459427675",2672,1
1750.0,meet-in-the-middle,['meet-in-the-middle'],"  (0, 41)	0.5773502691896257
  (0, 40)	0.5773502691896257
  (0, 39)	0.5773502691896257",4170,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",2854,0
500.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",1618,0
500.0,"dfs and similar,dp,graphs,trees","['dfs and similar', 'dp', 'graphs', 'trees']","  (0, 69)	0.4485155734186616
  (0, 55)	0.4065221380187604
  (0, 32)	0.4331735696593523
  (0, 21)	0.3397259084195246
  (0, 18)	0.4065221380187604
  (0, 17)	0.4065221380187604",6410,0
1000.0,"dp,greedy","['dp', 'greedy']","  (0, 33)	0.7099799961551347
  (0, 21)	0.7042218436398824",2982,1
1500.0,"data structures,dp,math","['data structures', 'dp', 'math']","  (0, 62)	0.45226318142987776
  (0, 37)	0.43030327647179045
  (0, 21)	0.4287816115019447
  (0, 16)	0.461759371652792
  (0, 15)	0.461759371652792",3811,2
2000.0,"constructive algorithms,dp,greedy","['constructive algorithms', 'dp', 'greedy']","  (0, 33)	0.40742581653175064
  (0, 21)	0.4041214699262887
  (0, 14)	0.4728248588952898
  (0, 13)	0.4728248588952898
  (0, 2)	0.4728248588952898",1141,3
2000.0,games,['games'],"  (0, 28)	1.0",5390,2
2000.0,"dp,greedy,probabilities","['dp', 'greedy', 'probabilities']","  (0, 47)	0.7493591054145539
  (0, 33)	0.4701230699241752
  (0, 21)	0.4663102296297698",5320,3
2000.0,"dfs and similar,dp,trees","['dfs and similar', 'dp', 'trees']","  (0, 69)	0.49762602572825015
  (0, 55)	0.4510344966862413
  (0, 21)	0.37692437824432856
  (0, 18)	0.4510344966862413
  (0, 17)	0.4510344966862413",5984,3
1500.0,"dp,implementation,two pointers","['dp', 'implementation', 'two pointers']","  (0, 46)	0.7414430253177952
  (0, 35)	0.43408125145602633
  (0, 21)	0.5116988443820889",6204,2
1500.0,dp,['dp'],"  (0, 21)	1.0",4437,2
1500.0,implementation,['implementation'],"  (0, 35)	1.0",3580,2
500.0,"data structures,greedy","['data structures', 'greedy']","  (0, 62)	0.5000947375249198
  (0, 33)	0.47800652376165875
  (0, 16)	0.5105952490677799
  (0, 15)	0.5105952490677799",4535,0
1500.0,"dfs and similar,graphs,sortings","['dfs and similar', 'graphs', 'sortings']","  (0, 56)	0.44246751156544467
  (0, 55)	0.44098969508652
  (0, 32)	0.4699008062257157
  (0, 18)	0.44098969508652
  (0, 17)	0.44098969508652",4385,2
1000.0,expression parsing,['expression parsing'],"  (0, 44)	0.5773502691896258
  (0, 24)	0.5773502691896258
  (0, 23)	0.5773502691896258",3451,1
2250.0,"dfs and similar,dp,hashing,math,number theory","['dfs and similar', 'dp', 'hashing', 'math', 'number theory']","  (0, 68)	0.3598954722882592
  (0, 55)	0.313901200606251
  (0, 43)	0.3598954722882592
  (0, 42)	0.3598954722882592
  (0, 37)	0.26325458581169914
  (0, 34)	0.4215532970161713
  (0, 21)	0.2623236487185274
  (0, 18)	0.313901200606251
  (0, 17)	0.313901200606251",2246,3
3000.0,"data structures,trees","['data structures', 'trees']","  (0, 69)	0.5803549753622684
  (0, 62)	0.46366032425213977
  (0, 16)	0.47339582079199927
  (0, 15)	0.47339582079199927",5031,3
2000.0,"brute force,combinatorics,dfs and similar,graphs","['brute force', 'combinatorics', 'dfs and similar', 'graphs']","  (0, 55)	0.3575684338219995
  (0, 32)	0.38101047985000874
  (0, 27)	0.3164636314587034
  (0, 18)	0.3575684338219995
  (0, 17)	0.3575684338219995
  (0, 11)	0.4133010640424522
  (0, 7)	0.3164636314587034
  (0, 6)	0.3164636314587034",5557,3
2500.0,"combinatorics,dp","['combinatorics', 'dp']","  (0, 21)	0.5859036619853756
  (0, 11)	0.8103807123026353",2204,4
2000.0,"graphs,greedy","['graphs', 'greedy']","  (0, 33)	0.6202293253313756
  (0, 32)	0.7844205402709612",1120,3
500.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",1068,0
500.0,implementation,['implementation'],"  (0, 35)	1.0",5450,0
1000.0,greedy,['greedy'],"  (0, 33)	1.0",3210,1
1000.0,"brute force,implementation","['brute force', 'implementation']","  (0, 35)	0.41974888999677135
  (0, 27)	0.5240263572717433
  (0, 7)	0.5240263572717433
  (0, 6)	0.5240263572717433",1469,1
500.0,"implementation,strings","['implementation', 'strings']","  (0, 61)	0.8418660827494792
  (0, 35)	0.5396864818726211",3186,0
3000.0,"binary search,data structures,dfs and similar,trees","['binary search', 'data structures', 'dfs and similar', 'trees']","  (0, 69)	0.3559055167810596
  (0, 62)	0.28434195332059203
  (0, 55)	0.32258293845118075
  (0, 52)	0.31916985258377895
  (0, 18)	0.32258293845118075
  (0, 17)	0.32258293845118075
  (0, 16)	0.2903122940159157
  (0, 15)	0.2903122940159157
  (0, 4)	0.3239365750076117
  (0, 3)	0.3239365750076117",4988,4
1000.0,"brute force,constructive algorithms,greedy,strings","['brute force', 'constructive algorithms', 'greedy', 'strings']","  (0, 61)	0.4135490541879553
  (0, 33)	0.31506893662693947
  (0, 27)	0.3309703841827999
  (0, 14)	0.3656430679112654
  (0, 13)	0.3656430679112654
  (0, 7)	0.3309703841827999
  (0, 6)	0.3309703841827999
  (0, 2)	0.3656430679112654",1948,1
500.0,implementation,['implementation'],"  (0, 35)	1.0",4639,0
500.0,"combinatorics,math","['combinatorics', 'math']","  (0, 37)	0.587266654989628
  (0, 11)	0.8093935235330793",4065,0
2500.0,"divide and conquer,dp","['divide and conquer', 'dp']","  (0, 21)	0.33577214919058945
  (0, 20)	0.5438311820862343
  (0, 19)	0.5438311820862343
  (0, 12)	0.5438311820862343",4799,4
3250.0,"bitmasks,combinatorics,dp","['bitmasks', 'combinatorics', 'dp']","  (0, 21)	0.43769289963437547
  (0, 11)	0.60538601614742
  (0, 5)	0.6647801870263645",6086,6
2500.0,"brute force,graphs,math,meet-in-the-middle","['brute force', 'graphs', 'math', 'meet-in-the-middle']","  (0, 41)	0.47841662841591875
  (0, 40)	0.47841662841591875
  (0, 39)	0.47841662841591875
  (0, 37)	0.22938331547647128
  (0, 32)	0.2914449981889208
  (0, 27)	0.24207140584072565
  (0, 7)	0.24207140584072565
  (0, 6)	0.24207140584072565",6093,4
500.0,implementation,['implementation'],"  (0, 35)	1.0",4288,0
2500.0,"constructive algorithms,greedy","['constructive algorithms', 'greedy']","  (0, 33)	0.44541756120237624
  (0, 14)	0.5169149498620083
  (0, 13)	0.5169149498620083
  (0, 2)	0.5169149498620083",5023,4
2000.0,"data structures,hashing,trees","['data structures', 'hashing', 'trees']","  (0, 69)	0.4740123870889288
  (0, 62)	0.37870053058473785
  (0, 34)	0.576973515240408
  (0, 16)	0.38665212254184
  (0, 15)	0.38665212254184",2844,3
1000.0,"brute force,greedy,implementation","['brute force', 'greedy', 'implementation']","  (0, 35)	0.37560750854216096
  (0, 33)	0.4463898321280302
  (0, 27)	0.46891901123735624
  (0, 7)	0.46891901123735624
  (0, 6)	0.46891901123735624",3698,1
2500.0,dp,['dp'],"  (0, 21)	1.0",4466,4
2000.0,"binary search,brute force,greedy,math","['binary search', 'brute force', 'greedy', 'math']","  (0, 52)	0.380578024455265
  (0, 37)	0.32258651329095794
  (0, 33)	0.324074101967754
  (0, 27)	0.34043003788394544
  (0, 7)	0.34043003788394544
  (0, 6)	0.34043003788394544
  (0, 4)	0.38626186266399026
  (0, 3)	0.38626186266399026",3269,2
2000.0,"greedy,implementation","['greedy', 'implementation']","  (0, 35)	0.643835105031232
  (0, 33)	0.7651642683302863",5104,3
2500.0,"data structures,dp,greedy,hashing,math","['data structures', 'dp', 'greedy', 'hashing', 'math']","  (0, 62)	0.3508485585332894
  (0, 37)	0.3338129002784785
  (0, 34)	0.5345393253646005
  (0, 33)	0.3353522587766275
  (0, 21)	0.3326324505245253
  (0, 16)	0.35821534138908984
  (0, 15)	0.35821534138908984",4234,4
2000.0,"math,sortings","['math', 'sortings']","  (0, 56)	0.7672695625273075
  (0, 37)	0.6413247371021598",2684,3
500.0,implementation,['implementation'],"  (0, 35)	1.0",5483,0
1500.0,"binary search,geometry","['binary search', 'geometry']","  (0, 52)	0.470596263078465
  (0, 29)	0.5677048781508689
  (0, 4)	0.47762450130845013
  (0, 3)	0.47762450130845013",3644,2
2000.0,"dp,number theory","['dp', 'number theory']","  (0, 68)	0.5321499476551752
  (0, 43)	0.5321499476551752
  (0, 42)	0.5321499476551752
  (0, 21)	0.38787794424507116",4788,3
1500.0,"binary search,data structures","['binary search', 'data structures']","  (0, 62)	0.37957769344396236
  (0, 52)	0.4260706344800462
  (0, 16)	0.38754770322880217
  (0, 15)	0.38754770322880217
  (0, 4)	0.4324338935130389
  (0, 3)	0.4324338935130389",4030,2
2500.0,"combinatorics,constructive algorithms,graphs","['combinatorics', 'constructive algorithms', 'graphs']","  (0, 32)	0.4611345814501909
  (0, 14)	0.423138739805952
  (0, 13)	0.423138739805952
  (0, 11)	0.5002156719026802
  (0, 2)	0.423138739805952",788,4
1500.0,"binary search,number theory","['binary search', 'number theory']","  (0, 68)	0.43523589869065804
  (0, 52)	0.3755967038898434
  (0, 43)	0.43523589869065804
  (0, 42)	0.43523589869065804
  (0, 4)	0.38120614731395075
  (0, 3)	0.38120614731395075",4027,2
1500.0,"brute force,dp","['brute force', 'dp']","  (0, 27)	0.5069172771013918
  (0, 21)	0.4786487465024144
  (0, 7)	0.5069172771013918
  (0, 6)	0.5069172771013918",4447,2
1500.0,"chinese remainder theorem,geometry","['chinese remainder theorem', 'geometry']","  (0, 67)	0.3970094493535849
  (0, 49)	0.3970094493535849
  (0, 48)	0.3970094493535849
  (0, 29)	0.23302571262369345
  (0, 10)	0.3970094493535849
  (0, 9)	0.3970094493535849
  (0, 8)	0.3970094493535849",2644,2
2500.0,"dp,math,probabilities","['dp', 'math', 'probabilities']","  (0, 47)	0.7501187557615925
  (0, 37)	0.46843946840256806
  (0, 21)	0.4667829438801291",3329,4
1500.0,games,['games'],"  (0, 28)	1.0",1916,2
1000.0,"binary search,bitmasks,constructive algorithms,implementation","['binary search', 'bitmasks', 'constructive algorithms', 'implementation']","  (0, 52)	0.35030694451064315
  (0, 35)	0.25099746626593383
  (0, 14)	0.34617932178931154
  (0, 13)	0.34617932178931154
  (0, 5)	0.4493878341835551
  (0, 4)	0.35553869166378294
  (0, 3)	0.35553869166378294
  (0, 2)	0.34617932178931154",2718,1
2000.0,"data structures,flows","['data structures', 'flows']","  (0, 62)	0.41414544721071384
  (0, 26)	0.6862172078569684
  (0, 16)	0.42284127766552304
  (0, 15)	0.42284127766552304",5137,3
1000.0,"brute force,greedy,implementation,sortings","['brute force', 'greedy', 'implementation', 'sortings']","  (0, 56)	0.46939722548242857
  (0, 35)	0.33165659022371813
  (0, 33)	0.3941564698978919
  (0, 27)	0.4140494447559805
  (0, 7)	0.4140494447559805
  (0, 6)	0.4140494447559805",5593,1
1500.0,"dp,implementation","['dp', 'implementation']","  (0, 35)	0.64690165854566
  (0, 21)	0.7625734352643518",665,2
2500.0,"dsu,graphs,shortest paths","['dsu', 'graphs', 'shortest paths']","  (0, 54)	0.4699584501195172
  (0, 53)	0.4699584501195172
  (0, 45)	0.4699584501195172
  (0, 32)	0.374784270880697
  (0, 22)	0.44379490283711925",6418,4
2000.0,"dp,strings","['dp', 'strings']","  (0, 61)	0.797816892350439
  (0, 21)	0.6028998310501408",1978,3
3000.0,"math,number theory","['math', 'number theory']","  (0, 68)	0.5318655482034613
  (0, 43)	0.5318655482034613
  (0, 42)	0.5318655482034613
  (0, 37)	0.389046418699228",1388,4
1750.0,"dp,math,probabilities","['dp', 'math', 'probabilities']","  (0, 47)	0.7501187557615925
  (0, 37)	0.46843946840256806
  (0, 21)	0.4667829438801291",5364,3
250.0,"geometry,math","['geometry', 'math']","  (0, 37)	0.5749071630765996
  (0, 29)	0.818218646721777",4059,0
1000.0,"brute force,math","['brute force', 'math']","  (0, 37)	0.4799566188964724
  (0, 27)	0.5065049009231357
